title,url,replies,views,cleaned_title,sentiment
Threat From Border Agents!,https://debatepolitics.com/threads/threat-from-border-agents.552375/,31,181,threat border agent,0.0
Trump FINAL SPEECH Calls for END of US Constitution,https://debatepolitics.com/threads/trump-final-speech-calls-for-end-of-us-constitution.552279/,20,247,trump final speech call end u constitution,0.0
Trump Is Still Pandering to the Polish Vote,https://debatepolitics.com/threads/trump-is-still-pandering-to-the-polish-vote.552379/,0,61,trump still pandering polish vote,0.0
"On Trump's schedule today.  An Atlanta venue with a capacity of 2,750",https://debatepolitics.com/threads/on-trumps-schedule-today-an-atlanta-venue-with-a-capacity-of-2-750.552310/,32,266,trump schedule today atlanta venue capacity,0.0
"Trump's bribes of unsubstantiated tax cuts contradict reality, balloon the deficit, devalue the dollar & lead the USA down his pattern of bankruptcy.",https://debatepolitics.com/threads/trumps-bribes-of-unsubstantiated-tax-cuts-contradict-reality-balloon-the-deficit-devalue-the-dollar-lead-the-usa-down-his-pattern-of-bankruptcy.552273/,16,143,trump bribe unsubstantiated tax cut contradict reality balloon deficit devalue dollar lead usa pattern bankruptcy,0.0
Trump vs. Harris Economic Plans,https://debatepolitics.com/threads/trump-vs-harris-economic-plans.552284/,45,387,trump v harris economic plan,0.2
More than a dozen Medal of Honor recipients endorse former president,https://debatepolitics.com/threads/more-than-a-dozen-medal-of-honor-recipients-endorse-former-president.552064/,276,2K,dozen medal honor recipient endorse former president,0.0
Scumbag wants to use military against US citizens.,https://debatepolitics.com/threads/scumbag-wants-to-use-military-against-us-citizens.552161/,38,330,scumbag want use military u citizen,-0.1
Typical Election Lie,https://debatepolitics.com/threads/typical-election-lie.552307/,29,224,typical election lie,-0.16666666666666666
"Seems i am ""radical scum""",https://debatepolitics.com/threads/seems-i-am-radical-scum.552169/,66,472,seems radical scum,-0.3
Trump at The Chicago Economics Club,https://debatepolitics.com/threads/trump-at-the-chicago-economics-club.552319/,17,183,trump chicago economics club,0.0
Trump rally in Calif. desert ends in transportation disaster,https://debatepolitics.com/threads/trump-rally-in-calif-desert-ends-in-transportation-disaster.552297/,3,53,trump rally calif desert end transportation disaster,0.0
How Republicans can try to steal the election in 2024,https://debatepolitics.com/threads/how-republicans-can-try-to-steal-the-election-in-2024.552276/,8,86,republican try steal election,0.0
Trump has become unmoored in time,https://debatepolitics.com/threads/trump-has-become-unmoored-in-time.552296/,2,74,trump become unmoored time,0.0
Trump is getting worse....,https://debatepolitics.com/threads/trump-is-getting-worse.552183/,9,164,trump getting worse,-0.4
Trump floats sending military after US citizens on election day citing ‘radical left lunatics’ and ‘the enemy from within’,https://debatepolitics.com/threads/trump-floats-sending-military-after-us-citizens-on-election-day-citing-%E2%80%98radical-left-lunatics%E2%80%99-and-%E2%80%98the-enemy-from-within%E2%80%99.552168/,45,371,trump float sending military u citizen election day citing radical left lunatic enemy within,-0.05
"Trump Says he will Use the National, Guard Against the ""Enemy from Within""",https://debatepolitics.com/threads/trump-says-he-will-use-the-national-guard-against-the-enemy-from-within.552187/,53,601,trump say use national guard enemy within,0.0
Harris looking good,https://debatepolitics.com/threads/harris-looking-good.552015/,68,786,harris looking good,0.7
And the Hits Just Keep On Comin’,https://debatepolitics.com/threads/and-the-hits-just-keep-on-comin%E2%80%99.552250/,1,90,hit keep comin,0.0
Political Commercials,https://debatepolitics.com/threads/political-commercials.552096/,16,128,political commercial,0.0
33 Reasons,https://debatepolitics.com/threads/33-reasons.552149/,35,368,reason,0.0
"Michael ""Jabba The Hutt"" Moore Urges Biden To Exploit 100 Days Of ""Super Powers""",https://debatepolitics.com/threads/michael-jabba-the-hutt-moore-urges-biden-to-exploit-100-days-of-super-powers.552104/,19,211,michael jabba hutt moore urge biden exploit day super power,0.3333333333333333
"Trump Is Running A Disinformation Campaign, Not A Political Campaign",https://debatepolitics.com/threads/trump-is-running-a-disinformation-campaign-not-a-political-campaign.551779/,51,460,trump running disinformation campaign political campaign,0.0
Global Warming -,https://debatepolitics.com/threads/global-warming.552163/,4,96,global warming,0.0
Trump.  The CRIMINAL!,https://debatepolitics.com/threads/trump-the-criminal.552103/,39,346,trump criminal,-0.4
Tensions grow between Biden and Harris' teams: Axios reveals,https://debatepolitics.com/threads/tensions-grow-between-biden-and-harris-teams-axios-reveals.552186/,5,132,tension grow biden harris team axios reveals,0.0
Kamala's Word Salad For Today,https://debatepolitics.com/threads/kamalas-word-salad-for-today.550133/,255,2K,kamalas word salad today,0.0
Trump suggests a protester may get ‘the hell knocked out of her’ by her parents,https://debatepolitics.com/threads/trump-suggests-a-protester-may-get-%E2%80%98the-hell-knocked-out-of-her%E2%80%99-by-her-parents.552160/,13,172,trump suggests protester may get hell knocked parent,0.0
Obama Shaming Black Men Into Voting for Kamala Isn’t Working,https://debatepolitics.com/threads/obama-shaming-black-men-into-voting-for-kamala-isn%E2%80%99t-working.552156/,101,676,obama shaming black men voting kamala isnt working,-0.16666666666666666
‘I HATE TAYLOR SWIFT:’ Trump Is Big Mad That the Star Endorsed Harris,https://debatepolitics.com/threads/%E2%80%98i-hate-taylor-swift-%E2%80%99-trump-is-big-mad-that-the-star-endorsed-harris.549792/,218,3K,hate taylor swift trump big mad star endorsed harris,-0.47500000000000003
My Prediction for the 2024 Electoral College,https://debatepolitics.com/threads/my-prediction-for-the-2024-electoral-college.552127/,41,378,prediction electoral college,0.0
Helene hit Trump strongholds in Georgia and North Carolina. It could swing the election.,https://debatepolitics.com/threads/helene-hit-trump-strongholds-in-georgia-and-north-carolina-it-could-swing-the-election.551610/,70,569,helene hit trump stronghold georgia north carolina could swing election,0.0
Why does Karris need to highlight economic policies for Black men next week?,https://debatepolitics.com/threads/why-does-karris-need-to-highlight-economic-policies-for-black-men-next-week.552094/,124,726,karris need highlight economic policy black men next week,0.011111111111111118
Trump encourages mail in voting,https://debatepolitics.com/threads/trump-encourages-mail-in-voting.552118/,13,132,trump encourages mail voting,0.0
Unfair NY Times fact checks both Kamala and Trump.,https://debatepolitics.com/threads/unfair-ny-times-fact-checks-both-kamala-and-trump.552119/,3,87,unfair ny time fact check kamala trump,-0.5
Donald Trump Overtakes Kamala Harris in Seven-Point Swing Nationally: Poll,https://debatepolitics.com/threads/donald-trump-overtakes-kamala-harris-in-seven-point-swing-nationally-poll.552060/,22,257,donald_trump overtakes kamala_harris sevenpoint swing nationally poll,0.0
Judge approves releasing source documents with more Trump-Jan. 6 evidence,https://debatepolitics.com/threads/judge-approves-releasing-source-documents-with-more-trump-jan-6-evidence.552055/,73,470,judge approves releasing source document trumpjan evidence,0.0
Harris attacks Trump with new Jack Smith revelations,https://debatepolitics.com/threads/harris-attacks-trump-with-new-jack-smith-revelations.551642/,25,215,harris attack trump new jack smith revelation,0.13636363636363635
Obama campaigning for Harris - beginning today in Pittsburgh,https://debatepolitics.com/threads/obama-campaigning-for-harris-beginning-today-in-pittsburgh.551950/,140,1K,obama campaigning harris beginning today pittsburgh,0.0
A Frustrated Trump Lashes Out Behind Closed Doors Over Money,https://debatepolitics.com/threads/a-frustrated-trump-lashes-out-behind-closed-doors-over-money.552092/,32,366,frustrated trump lash behind closed door money,-0.4000000000000001
Kamala wants all future government disaster aid to be distributed based on race,https://debatepolitics.com/threads/kamala-wants-all-future-government-disaster-aid-to-be-distributed-based-on-race.550946/,290,3K,kamala want future government disaster aid distributed based race,0.0
The Movie Donald Trump Doesn't Want You To See,https://debatepolitics.com/threads/the-movie-donald-trump-doesnt-want-you-to-see.552063/,3,101,movie donald_trump doesnt want see,0.0
Cards Against Humanity sees Musk and raises him in vote buying scheme,https://debatepolitics.com/threads/cards-against-humanity-sees-musk-and-raises-him-in-vote-buying-scheme.552086/,2,87,card humanity see musk raise vote buying scheme,0.0
Racist hate group pleased to see the Trump campaign has adopted their sloagan,https://debatepolitics.com/threads/racist-hate-group-pleased-to-see-the-trump-campaign-has-adopted-their-sloagan.552085/,3,107,racist hate group pleased see trump campaign adopted sloagan,-0.15000000000000002
Presidential Predictions,https://debatepolitics.com/threads/presidential-predictions.551991/,14,184,presidential prediction,0.0
(Axios)  Two states blasted by storms tweak voting rules,https://debatepolitics.com/threads/axios-two-states-blasted-by-storms-tweak-voting-rules.552021/,49,371,axios two state blasted storm tweak voting rule,-0.6
This is frightening.  Can anyone interpret this gobbledegook?,https://debatepolitics.com/threads/this-is-frightening-can-anyone-interpret-this-gobbledegook.552045/,13,249,frightening anyone interpret gobbledegook,-0.5
Abortion bans are the anithesis of conception bans & mandatory abortion. Freedom of choice is the humane solution.,https://debatepolitics.com/threads/abortion-bans-are-the-anithesis-of-conception-bans-mandatory-abortion-freedom-of-choice-is-the-humane-solution.552054/,24,245,abortion ban anithesis conception ban mandatory abortion freedom choice humane solution,0.0
Republicans Doubling Down on Hatred,https://debatepolitics.com/threads/republicans-doubling-down-on-hatred.551789/,32,346,republican doubling hatred,0.0
"Trump launches GoFundMe to help Hurricane Helene victims, raises more than $1M",https://debatepolitics.com/threads/trump-launches-gofundme-to-help-hurricane-helene-victims-raises-more-than-1m.551124/,329,3K,trump launch gofundme help hurricane helene victim raise,-0.07500000000000001
"Trump in Detroit: ""I’m not exaggerating when I say, this is exactly how my grandfather sounded three months before we had to put him in a nursing home",https://debatepolitics.com/threads/trump-in-detroit-i%E2%80%99m-not-exaggerating-when-i-say-this-is-exactly-how-my-grandfather-sounded-three-months-before-we-had-to-put-him-in-a-nursing-home.552000/,35,375,trump detroit im exaggerating say exactly grandfather sounded three month put nursing home,0.25
Trump campaign asks for military aircraft with antimissile capabilities and other security measures in lead-up to election,https://debatepolitics.com/threads/trump-campaign-asks-for-military-aircraft-with-antimissile-capabilities-and-other-security-measures-in-lead-up-to-election.552033/,15,131,trump campaign asks military aircraft antimissile capability security measure leadup election,-0.1
Why isn't Trump preparing for the Presidency?,https://debatepolitics.com/threads/why-isnt-trump-preparing-for-the-presidency.552019/,63,486,isnt trump preparing presidency,0.0
Jack Smith's New Donald Trump Filing Could 'Backfire',https://debatepolitics.com/threads/jack-smiths-new-donald-trump-filing-could-backfire.551590/,232,2K,jack smith new donald_trump filing could backfire,0.13636363636363635
Politicians that allege things in public they can't prove should be barred from public office.,https://debatepolitics.com/threads/politicians-that-allege-things-in-public-they-cant-prove-should-be-barred-from-public-office.551592/,13,144,politician allege thing public cant prove barred public office,0.0
NO CHANGE!,https://debatepolitics.com/threads/no-change.552018/,52,406,change,0.0
"If the former President wins,who will he ask to run the country and put in charge?",https://debatepolitics.com/threads/if-the-former-president-wins-who-will-he-ask-to-run-the-country-and-put-in-charge.551968/,6,107,former president winswho ask run country put charge,0.0
What is the worst thing that Trump would do in his second term?,https://debatepolitics.com/threads/what-is-the-worst-thing-that-trump-would-do-in-his-second-term.551692/,122,1K,worst thing trump would second term,-0.5
Nominations for best Political Ads,https://debatepolitics.com/threads/nominations-for-best-political-ads.552014/,3,80,nomination best political ad,0.5
Why do Republicans think Trump was a good president when he was so blatantly awful.,https://debatepolitics.com/threads/why-do-republicans-think-trump-was-a-good-president-when-he-was-so-blatantly-awful.552002/,32,251,republican think trump good president blatantly awful,-0.15000000000000002
Gen. Michael Flynn: Do you think Trump would put this whack job in a position of authority?,https://debatepolitics.com/threads/gen-michael-flynn-do-you-think-trump-would-put-this-whack-job-in-a-position-of-authority.552010/,3,67,gen michael flynn think trump would put whack job position authority,0.0
“You Could Pick Someone Off the Street……”,https://debatepolitics.com/threads/%E2%80%9Cyou-could-pick-someone-off-the-street%E2%80%A6%E2%80%A6%E2%80%9D.551973/,4,107,could pick someone street,0.0
Trump says the US 'will be like Detroit' if Harris wins and didn't mean it as a compliment,https://debatepolitics.com/threads/trump-says-the-us-will-be-like-detroit-if-harris-wins-and-didnt-mean-it-as-a-compliment.551983/,57,311,trump say u like detroit harris win didnt mean compliment,0.24375000000000002
"Republicans Believe Election Is 'Effectively Over,' Trump Will Win: Analyst",https://debatepolitics.com/threads/republicans-believe-election-is-effectively-over-trump-will-win-analyst.551831/,30,350,republican believe election effectively trump win analyst,0.7
Trump was asked about raising his kids. He went on an eight-minute rant calling for the death penalty,https://debatepolitics.com/threads/trump-was-asked-about-raising-his-kids-he-went-on-an-eight-minute-rant-calling-for-the-death-penalty.551982/,1,72,trump asked raising kid went eightminute rant calling death penalty,0.0
Republicans’ Closing Message: We Lie to You,https://debatepolitics.com/threads/republicans%E2%80%99-closing-message-we-lie-to-you.551824/,13,150,republican closing message lie,0.0
"Trump's lies show a contempt for the idea of reason, cultivates ""the habits of autocracy""",https://debatepolitics.com/threads/trumps-lies-show-a-contempt-for-the-idea-of-reason-cultivates-the-habits-of-autocracy.551717/,320,2K,trump lie show contempt idea reason cultivates habit autocracy,0.0
'Uncommitted' group says Trump would be worse for Palestinians,https://debatepolitics.com/threads/uncommitted-group-says-trump-would-be-worse-for-palestinians.551928/,12,131,uncommitted group say trump would worse palestinian,-0.4
Harris Does A Town Hall,https://debatepolitics.com/threads/harris-does-a-town-hall.551963/,13,163,harris town hall,0.0
Harris Now with Record Lead Over Trump-Daily Consulate,https://debatepolitics.com/threads/harris-now-with-record-lead-over-trump-daily-consulate.551755/,31,358,harris record lead trumpdaily consulate,0.0
Kamala Harris on Sixty Minutes,https://debatepolitics.com/threads/kamala-harris-on-sixty-minutes.551622/,282,2K,kamala_harris sixty minute,0.0
Post your state-by-state electoral college predictions,https://debatepolitics.com/threads/post-your-state-by-state-electoral-college-predictions.551929/,3,92,post statebystate electoral college prediction,0.0
new state   POTUS polls (RCP),https://debatepolitics.com/threads/new-state-potus-polls-rcp.551924/,11,132,new state potus poll rcp,0.13636363636363635
Harris to propose new Medicare home care benefit for seniors,https://debatepolitics.com/threads/harris-to-propose-new-medicare-home-care-benefit-for-seniors.551723/,105,727,harris propose new medicare home care benefit senior,0.13636363636363635
Why do MAGA members think their party is conservative?,https://debatepolitics.com/threads/why-do-maga-members-think-their-party-is-conservative.551525/,92,678,maga member think party conservative,0.0
Biden-Harris pre-landfall preparations for Milton,https://debatepolitics.com/threads/biden-harris-pre-landfall-preparations-for-milton.551679/,51,467,bidenharris prelandfall preparation milton,0.0
God is once again warning us not to elect Trump.,https://debatepolitics.com/threads/god-is-once-again-warning-us-not-to-elect-trump.551840/,4,99,god warning u elect trump,0.8
"Biden/Harris Tariffs Protect Musk, Prevent EV adoption and No Democrats Can Explain This.",https://debatepolitics.com/threads/biden-harris-tariffs-protect-musk-prevent-ev-adoption-and-no-democrats-can-explain-this.551827/,0,42,bidenharris tariff protect musk prevent ev adoption democrat explain,0.0
Trump: making drug dealers great again,https://debatepolitics.com/threads/trump-making-drug-dealers-great-again.551303/,161,1K,trump making drug dealer great,0.8
YouTube - Forbes Breaking News - WATCH: Bruce Springsteen Endorses Kamala Harris For President,https://debatepolitics.com/threads/youtube-forbes-breaking-news-watch-bruce-springsteen-endorses-kamala-harris-for-president.551758/,22,194,youtube forbes breaking news watch bruce springsteen endorses kamala_harris president,0.0
Trump was in Gaza?,https://debatepolitics.com/threads/trump-was-in-gaza.551790/,2,116,trump gaza,0.0
Melania Knows the End Is Here,https://debatepolitics.com/threads/melania-knows-the-end-is-here.550476/,5,118,melania know end,0.0
Biden undermines VP Harris with DeSantis praise as intensifying hurricane churns toward Florida,https://debatepolitics.com/threads/biden-undermines-vp-harris-with-desantis-praise-as-intensifying-hurricane-churns-toward-florida.551760/,2,73,biden undermines vp harris desantis praise intensifying hurricane churn toward florida,0.0
Jack Smith’s October Cheap Shot,https://debatepolitics.com/threads/jack-smith%E2%80%99s-october-cheap-shot.551519/,311,2K,jack smith october cheap shot,0.4
Kamala Harris' Support Among Republicans Almost Doubles: NYT-Siena Poll,https://debatepolitics.com/threads/kamala-harris-support-among-republicans-almost-doubles-nyt-siena-poll.551725/,10,118,kamala_harris support among republican almost double nytsiena poll,0.0
Can a Trump supporter please explain your perspective?,https://debatepolitics.com/threads/can-a-trump-supporter-please-explain-your-perspective.550342/,476,5K,trump supporter please explain perspective,0.0
Want My Autograph?,https://debatepolitics.com/threads/want-my-autograph.551684/,9,177,want autograph,0.0
So let's stop the WONK and just apply common sense here - HOUSING EDITION,https://debatepolitics.com/threads/so-lets-stop-the-wonk-and-just-apply-common-sense-here-housing-edition.551200/,75,664,let stop wonk apply common sense housing edition,-0.3
Elon Musk’s mom traffics in misinformation; ‘encouraged X followers to commit voter fraud’,https://debatepolitics.com/threads/elon-musk%E2%80%99s-mom-traffics-in-misinformation-%E2%80%98encouraged-x-followers-to-commit-voter-fraud%E2%80%99.551582/,31,234,elon musk mom traffic misinformation encouraged x follower commit voter fraud,0.0
I never laughed so hard,https://debatepolitics.com/threads/i-never-laughed-so-hard.551504/,17,232,never laughed hard,-0.3208333333333333
"Trump would add twice as much to the national debt as Harris, study finds",https://debatepolitics.com/threads/trump-would-add-twice-as-much-to-the-national-debt-as-harris-study-finds.551617/,9,105,trump would add twice much national debt harris study find,0.2
Trump finishes interrupted rally,https://debatepolitics.com/threads/trump-finishes-interrupted-rally.551656/,10,116,trump finish interrupted rally,0.0
The Fiscal Impact of the Harris and Trump Campaign Plans,https://debatepolitics.com/threads/the-fiscal-impact-of-the-harris-and-trump-campaign-plans.551651/,27,249,fiscal impact harris trump campaign plan,0.0
Trump's Latest Flights of Fancy,https://debatepolitics.com/threads/trumps-latest-flights-of-fancy.551657/,4,100,trump latest flight fancy,0.5
"Harris to sit down with The View, Colbert and Howard Stern in media blitz",https://debatepolitics.com/threads/harris-to-sit-down-with-the-view-colbert-and-howard-stern-in-media-blitz.551552/,40,336,harris sit view colbert howard stern medium blitz,0.0
Muslim faith leaders endorse Harris,https://debatepolitics.com/threads/muslim-faith-leaders-endorse-harris.551638/,5,77,muslim faith leader endorse harris,0.0
"New analysis suggests national debt could increase under Harris, but it would surge under Trump",https://debatepolitics.com/threads/new-analysis-suggests-national-debt-could-increase-under-harris-but-it-would-surge-under-trump.551640/,1,54,new analysis suggests national debt could increase harris would surge trump,0.13636363636363635
The Trump-Vance Political Theory:  Fantasy-Impotence-Fascism,https://debatepolitics.com/threads/the-trump-vance-political-theory-fantasy-impotence-fascism.551629/,0,51,trumpvance political theory fantasyimpotencefascism,0.0
Tim Walz lied to congress about being in China during Tiananmen Square Massacre,https://debatepolitics.com/threads/tim-walz-lied-to-congress-about-being-in-china-during-tiananmen-square-massacre.551090/,201,2K,tim walz lied congress china tiananmen square massacre,0.0
Watching Trump suck up to Brian Kemp was hilarious.,https://debatepolitics.com/threads/watching-trump-suck-up-to-brian-kemp-was-hilarious.551463/,15,222,watching trump suck brian kemp hilarious,0.5
"Are you opposed to people, or actions?",https://debatepolitics.com/threads/are-you-opposed-to-people-or-actions.551535/,2,102,opposed people action,0.1
Just when we think Trump can't go lower...,https://debatepolitics.com/threads/just-when-we-think-trump-cant-go-lower.551322/,24,333,think trump cant go lower,0.0
Does the Donald and Vance & the Republican Party intend to remove Senior rights to vote in Election's after November 2024 ?,https://debatepolitics.com/threads/does-the-donald-and-vance-the-republican-party-intend-to-remove-senior-rights-to-vote-in-elections-after-november-2024.551531/,5,160,donald vance republican party intend remove senior right vote election november,0.2857142857142857
Who should One vote for and Why,https://debatepolitics.com/threads/who-should-one-vote-for-and-why.551492/,113,816,one vote,0.0
Trump to Avoid Putin Nuke Democrat Impeach J D Vance President,https://debatepolitics.com/threads/trump-to-avoid-putin-nuke-democrat-impeach-j-d-vance-president.551468/,8,141,trump avoid putin nuke democrat impeach j vance president,0.0
Truth Social users are losing ridiculous sums of money to scams,https://debatepolitics.com/threads/truth-social-users-are-losing-ridiculous-sums-of-money-to-scams.551511/,6,158,truth social user losing ridiculous sum money scam,-0.15
"If tRump wins the election, US movements could face serious crackdowns",https://debatepolitics.com/threads/if-trump-wins-the-election-us-movements-could-face-serious-crackdowns.551508/,14,171,trump win election u movement could face serious crackdown,0.23333333333333336
"As with FEMA, each Trump lie is essentially a confession.",https://debatepolitics.com/threads/as-with-fema-each-trump-lie-is-essentially-a-confession.551481/,8,109,fema trump lie essentially confession,0.0
Trump for President 2028,https://debatepolitics.com/threads/trump-for-president-2028.551409/,61,777,trump president,0.0
CNN interviewed kids to get their take on Kamala Harris — and the responses were absolutely savage,https://debatepolitics.com/threads/cnn-interviewed-kids-to-get-their-take-on-kamala-harris-%E2%80%94-and-the-responses-were-absolutely-savage.550923/,33,317,cnn interviewed kid get take kamala_harris response absolutely savage,0.2
Here's a shock - trump ad lies with editing,https://debatepolitics.com/threads/heres-a-shock-trump-ad-lies-with-editing.551472/,3,106,here shock trump ad lie editing,0.0
"Vice President Harris Visits Arizona Border on Sept. 27, 2024",https://debatepolitics.com/threads/vice-president-harris-visits-arizona-border-on-sept-27-2024.550904/,95,853,vice president harris visit arizona border sept,0.0
lowest levels of propaganda - sexualized assaults,https://debatepolitics.com/threads/lowest-levels-of-propaganda-sexualized-assaults.551380/,13,201,lowest level propaganda sexualized assault,-0.1
Some Democrat endorsements backfire,https://debatepolitics.com/threads/some-democrat-endorsements-backfire.551414/,23,304,democrat endorsement backfire,0.0
[LIVE] 1 OCT 2024 CBS Vance-Walz Vice-Presidential Debate Thread,https://debatepolitics.com/threads/live-1-oct-2024-cbs-vance-walz-vice-presidential-debate-thread.551180/,1K,9K,live oct cbs vancewalz vicepresidential debate thread,0.13636363636363635
ET TU. Melania,https://debatepolitics.com/threads/et-tu-melania.551257/,23,298,et tu melania,0.0
"Well, i just voted, for sanity",https://debatepolitics.com/threads/well-i-just-voted-for-sanity.551165/,43,527,well voted sanity,0.0
The Foreign Policy President,https://debatepolitics.com/threads/the-foreign-policy-president.551399/,23,281,foreign policy president,-0.125
(Axios)  Trump fights his old policies in series of flip-flops,https://debatepolitics.com/threads/axios-trump-fights-his-old-policies-in-series-of-flip-flops.551160/,6,120,axios trump fight old policy series flipflops,0.1
Harris stretches lead over Trump in what could be significant increase,https://debatepolitics.com/threads/harris-stretches-lead-over-trump-in-what-could-be-significant-increase.550945/,59,773,harris stretch lead trump could significant increase,0.375
Symone Sanders-Townsend complains about Walz's 'niceties' towards Vance: 'Why should they vote for you?',https://debatepolitics.com/threads/symone-sanders-townsend-complains-about-walzs-niceties-towards-vance-why-should-they-vote-for-you.551286/,15,205,symone sanderstownsend complains walzs nicety towards vance vote,0.0
Do Americans Have A Dictator Phobia?,https://debatepolitics.com/threads/do-americans-have-a-dictator-phobia.551324/,12,198,american dictator phobia,0.0
"Vance evaded & lied like Trump, like a more mature con man.",https://debatepolitics.com/threads/vance-evaded-lied-like-trump-like-a-more-mature-con-man.551263/,9,133,vance evaded lied like trump like mature con man,0.1
Read Jack Smith’s unsealed court filing.....,https://debatepolitics.com/threads/read-jack-smith%E2%80%99s-unsealed-court-filing.551307/,4,95,read jack smith unsealed court filing,0.0
Trump's Disdain for Injured Troops Prevented Purple Heart Awards,https://debatepolitics.com/threads/trumps-disdain-for-injured-troops-prevented-purple-heart-awards.551306/,3,119,trump disdain injured troop prevented purple heart award,0.0
Trump loses his mind in real time,https://debatepolitics.com/threads/trump-loses-his-mind-in-real-time.551105/,189,2K,trump loses mind real time,-0.04999999999999999
Abortion bans are MAGA's Salem Witch Trials,https://debatepolitics.com/threads/abortion-bans-are-magas-salem-witch-trials.551298/,1,47,abortion ban magas salem witch trial,0.0
Democrats Losing Union Support,https://debatepolitics.com/threads/democrats-losing-union-support.551145/,41,381,democrat losing union support,0.0
RFK Jr. boinking around more than originally thought,https://debatepolitics.com/threads/rfk-jr-boinking-around-more-than-originally-thought.551253/,12,164,rfk jr boinking around originally thought,0.375
Rudy Giuliani's daughter says she 'lost her dad' to Trump and begs people to vote for Harris,https://debatepolitics.com/threads/rudy-giulianis-daughter-says-she-lost-her-dad-to-trump-and-begs-people-to-vote-for-harris.551134/,22,205,rudy giulianis daughter say lost dad trump begs people vote harris,0.0
Trump called out after characterizing troop traumatic brain injuries as ‘headaches’,https://debatepolitics.com/threads/trump-called-out-after-characterizing-troop-traumatic-brain-injuries-as-%E2%80%98headaches%E2%80%99.551256/,6,102,trump called characterizing troop traumatic brain injury headache,0.0
Vance has put a lot of thought into his hatred of women,https://debatepolitics.com/threads/vance-has-put-a-lot-of-thought-into-his-hatred-of-women.548706/,806,5K,vance put lot thought hatred woman,0.0
"Top issue at the polls this November, sanity or insanity.",https://debatepolitics.com/threads/top-issue-at-the-polls-this-november-sanity-or-insanity.551230/,1,66,top issue poll november sanity insanity,0.5
Elijah and Socrates: Another Construct of Satan Comes Tumbling Down,https://debatepolitics.com/threads/elijah-and-socrates-another-construct-of-satan-comes-tumbling-down.551222/,2,98,elijah socrates another construct satan come tumbling,0.0
Yellow Bellied Donny backs out of 60 Minutes Interview,https://debatepolitics.com/threads/yellow-bellied-donny-backs-out-of-60-minutes-interview.551179/,95,820,yellow bellied donny back minute interview,0.0
"Tens of thousands of illegal immigrants with sexual assault, murder convictions roaming US streets: ICE data",https://debatepolitics.com/threads/tens-of-thousands-of-illegal-immigrants-with-sexual-assault-murder-convictions-roaming-us-streets-ice-data.550867/,514,6K,ten thousand illegal immigrant sexual assault murder conviction roaming u street ice data,0.0
The 48.5% Rule of Presidential Elections,https://debatepolitics.com/threads/the-48-5-rule-of-presidential-elections.550982/,16,227,rule presidential election,0.0
"43-foot nude Trump statue assembled just outside of Las Vegas, sparking conversation",https://debatepolitics.com/threads/43-foot-nude-trump-statue-assembled-just-outside-of-las-vegas-sparking-conversation.551064/,95,1K,foot nude trump statue assembled outside la vega sparking conversation,0.0
"Students At Major University Prefer Trump Over Harris, Poll Shows",https://debatepolitics.com/threads/students-at-major-university-prefer-trump-over-harris-poll-shows.550723/,216,2K,student major university prefer trump harris poll show,0.0625
Rep.Jack Kimbell blasts the media's coverage of last night's vice presidential debate,https://debatepolitics.com/threads/rep-jack-kimbell-blasts-the-medias-coverage-of-last-nights-vice-presidential-debate.551157/,15,193,repjack kimbell blast medias coverage last night vice presidential debate,0.0
Here we go again.,https://debatepolitics.com/threads/here-we-go-again.551061/,46,443,go,0.0
"Harris campaign sketches out Trump's ""concepts of a plan""",https://debatepolitics.com/threads/harris-campaign-sketches-out-trumps-concepts-of-a-plan.551112/,2,100,harris campaign sketch trump concept plan,0.0
The 2024 Election in One Response,https://debatepolitics.com/threads/the-2024-election-in-one-response.551104/,70,664,election one response,0.0
(Silver Bulletin) The 128 paths to the White House,https://debatepolitics.com/threads/silver-bulletin-the-128-paths-to-the-white-house.551164/,16,209,silver bulletin path white house,0.0
Trump calls for violence,https://debatepolitics.com/threads/trump-calls-for-violence.551031/,102,1K,trump call violence,0.0
Another crazy leftist charged after threatening Trump in MI....,https://debatepolitics.com/threads/another-crazy-leftist-charged-after-threatening-trump-in-mi.551155/,15,157,another crazy leftist charged threatening trump mi,-0.325
Cops for Trump,https://debatepolitics.com/threads/cops-for-trump.550772/,18,192,cop trump,0.0
Republicans are starting to raise alarms about Trump's ground game,https://debatepolitics.com/threads/republicans-are-starting-to-raise-alarms-about-trumps-ground-game.551135/,2,88,republican starting raise alarm trump ground game,-0.2
"DNC trolls Trump, Vance with digital projections on NYC's Trump Tower ahead of debate",https://debatepolitics.com/threads/dnc-trolls-trump-vance-with-digital-projections-on-nycs-trump-tower-ahead-of-debate.551136/,3,84,dnc troll trump vance digital projection nycs trump tower ahead debate,0.0
Third party,https://debatepolitics.com/threads/third-party.551118/,12,142,third party,0.0
Devil Went Down To Georgia,https://debatepolitics.com/threads/devil-went-down-to-georgia.551084/,35,384,devil went georgia,0.0
PBS's Documentary on the 2024 Presidential Election,https://debatepolitics.com/threads/pbss-documentary-on-the-2024-presidential-election.551113/,8,129,pbs documentary presidential election,0.0
Project 2025,https://debatepolitics.com/threads/project-2025.551092/,47,433,project,0.0
Walz with a 76% chance of winning debate against Vance,https://debatepolitics.com/threads/walz-with-a-76-chance-of-winning-debate-against-vance.550911/,28,336,walz chance winning debate vance,0.5
